11000000|北京市
12000000|天津市
13000000|河北
13010000|石家庄市
13020000|唐山市
13030000|秦皇岛市
13040000|邯郸市
13050000|邢台市
13060000|保定市
13070000|张家口市
13080000|承德市
13090000|沧州市
13100000|廊坊市
13110000|衡水市
14000000|山西
14010000|太原市
14020000|大同市
14030000|阳泉市
14040000|长治市
14050000|晋城市
14060000|朔州市
14070000|晋中市
14080000|运城市
14090000|忻州市
14100000|临汾市
14110000|吕梁市
15000000|内蒙古
15010000|呼和浩特市
15020000|包头市
15030000|乌海市
15040000|赤峰市
15050000|通辽市
15060000|鄂尔多斯市
15070000|呼伦贝尔市
15080000|巴彦淖尔市
15090000|乌兰察布市
15220000|兴安盟
15250000|锡林郭勒盟
15290000|阿拉善盟
21000000|辽宁
21010000|沈阳市
21020000|大连市
21030000|鞍山市
21040000|抚顺市
21050000|本溪市
21060000|丹东市
21070000|锦州市
21080000|营口市
21090000|阜新市
21100000|辽阳市
21110000|盘锦市
21120000|铁岭市
21130000|朝阳市
21140000|葫芦岛市
22000000|吉林
22010000|长春市
22020000|吉林市
22030000|四平市
22040000|辽源市
22050000|通化市
22060000|白山市
22070000|松原市
22080000|白城市
22240000|延边州
23000000|黑龙江
23010000|哈尔滨市
23020000|齐齐哈尔市
23030000|鸡西市
23040000|鹤岗市
23050000|双鸭山市
23060000|大庆市
23070000|伊春市
23080000|佳木斯市
23090000|七台河市
23100000|牡丹江市
23110000|黑河市
23120000|绥化市
23270000|大兴安岭地区
31000000|上海市
32000000|江苏
32010000|南京市
32020000|无锡市
32030000|徐州市
32040000|常州市
32050000|苏州市
32060000|南通市
32070000|连云港市
32080000|淮安市
32090000|盐城市
32100000|扬州市
32110000|镇江市
32120000|泰州市
32130000|宿迁市
33000000|浙江
33010000|杭州市
33020000|宁波市
33030000|温州市
33040000|嘉兴市
33050000|湖州市
33060000|绍兴市
33070000|金华市
33080000|衢州市
33090000|舟山市
33100000|台州市
33110000|丽水市
34000000|安徽
34010000|合肥市
34020000|芜湖市
34030000|蚌埠市
34040000|淮南市
34050000|马鞍山市
34060000|淮北市
34070000|铜陵市
34080000|安庆市
34100000|黄山市
34110000|滁州市
34120000|阜阳市
34130000|宿州市
34140000|巢湖市
34150000|六安市
34160000|亳州市
34170000|池州市
34180000|宣城市
35000000|福建
35010000|福州市
35020000|厦门市
35030000|莆田市
35040000|三明市
35050000|泉州市
35060000|漳州市
35070000|南平市
35080000|龙岩市
35090000|宁德市
36000000|江西
36010000|南昌市
36020000|景德镇市
36030000|萍乡市
36040000|九江市
36050000|新余市
36060000|鹰潭市
36070000|赣州市
36080000|吉安市
36090000|宜春市
36100000|抚州市
36110000|上饶市
37000000|山东
37010000|济南市
37020000|青岛市
37030000|淄博市
37040000|枣庄市
37050000|东营市
37060000|烟台市
37070000|潍坊市
37080000|济宁市
37090000|泰安市
37100000|威海市
37110000|日照市
37120000|莱芜市
37130000|临沂市
37140000|德州市
37150000|聊城市
37160000|滨州市
37170000|菏泽市
41000000|河南
41010000|郑州市
41020000|开封市
41030000|洛阳市
41040000|平顶山市
41050000|安阳市
41060000|鹤壁市
41070000|新乡市
41080000|焦作市
41090000|濮阳市
41100000|许昌市
41110000|漯河市
41120000|三门峡市
41130000|南阳市
41140000|商丘市
41150000|信阳市
41160000|周口市
41170000|驻马店市
42000000|湖北
42010000|武汉市
42020000|黄石市
42030000|十堰市
42050000|宜昌市
42060000|襄樊市
42070000|鄂州市
42080000|荆门市
42090000|孝感市
42100000|荆州市
42110000|黄冈市
42120000|咸宁市
42130000|随州市
42280000|恩施州
43000000|湖南
43010000|长沙市
43020000|株洲市
43030000|湘潭市
43040000|衡阳市
43050000|邵阳市
43060000|岳阳市
43070000|常德市
43080000|张家界市
43090000|益阳市
43100000|郴州市
43110000|永州市
43120000|怀化市
43130000|娄底市
43310000|湘西州
44000000|广东
44010000|广州市
44020000|韶关市
44030000|深圳市
44040000|珠海市
44050000|汕头市
44060000|佛山市
44070000|江门市
44080000|湛江市
44090000|茂名市
44120000|肇庆市
44130000|惠州市
44140000|梅州市
44150000|汕尾市
44160000|河源市
44170000|阳江市
44180000|清远市
44190000|东莞市
44200000|中山市
44510000|潮州市
44520000|揭阳市
44530000|云浮市
45000000|广西
45010000|南宁市
45020000|柳州市
45030000|桂林市
45040000|梧州市
45050000|北海市
45060000|防城港市
45070000|钦州市
45080000|贵港市
45090000|玉林市
45100000|百色市
45110000|贺州市
45120000|河池市
45130000|来宾市
45140000|崇左市
46000000|海南
46010000|海口市
46020000|三亚市
50000000|重庆市
51000000|四川
51010000|成都市
51030000|自贡市
51040000|攀枝花市
51050000|泸州市
51060000|德阳市
51070000|绵阳市
51080000|广元市
51090000|遂宁市
51100000|内江市
51110000|乐山市
51130000|南充市
51140000|眉山市
51150000|宜宾市
51160000|广安市
51170000|达州市
51180000|雅安市
51190000|巴中市
51200000|资阳市
51320000|阿坝州
51330000|甘孜州
51340000|凉山州
52000000|贵州
52010000|贵阳市
52020000|六盘水市
52030000|遵义市
52040000|安顺市
52220000|铜仁地区
52230000|黔西南州
52240000|毕节市
52260000|黔东南州
52270000|黔南州
53000000|云南
53010000|昆明市
53030000|曲靖市
53040000|玉溪市
53050000|保山市
53060000|昭通市
53070000|丽江市
53080000|普洱市
53090000|临沧市
53230000|楚雄州
53250000|红河州
53260000|文山州
53280000|西双版纳州
53290000|大理州
53310000|德宏州
53330000|怒江州
53340000|迪庆州
54000000|西藏
54010000|拉萨市
54210000|昌都地区
54220000|山南地区
54230000|日喀则地区
54240000|那曲地区
54250000|阿里地区
54260000|林芝地区
61000000|陕西
61010000|西安市
61020000|铜川市
61030000|宝鸡市
61040000|咸阳市
61050000|渭南市
61060000|延安市
61070000|汉中市
61080000|榆林市
61090000|安康市
61100000|商洛市
62000000|甘肃
62010000|兰州市
62020000|嘉峪关市
62030000|金昌市
62040000|白银市
62050000|天水市
62060000|武威市
62070000|张掖市
62080000|平凉市
62090000|酒泉市
62100000|庆阳市
62110000|定西市
62120000|陇南市
62290000|临夏州
62300000|甘南州
63000000|青海
63010000|西宁市
63210000|海东地区
63220000|海北州
63230000|黄南州
63250000|海南州
63260000|果洛州
63270000|玉树州
63280000|海西州
64000000|宁夏
64010000|银川市
64020000|石嘴山市
64030000|吴忠市
64040000|固原市
64050000|中卫市
65000000|新疆
65010000|乌鲁木齐市
65020000|克拉玛依市
65210000|吐鲁番地区
65220000|哈密地区
65230000|昌吉回族自治州
65270000|博尔塔拉蒙古自治州
65280000|巴音郭楞蒙古自治州
65290000|阿克苏地区
65300000|克孜勒苏柯尔克孜自治州
65310000|喀什地区
65320000|和田地区
65400000|伊犁哈萨克自治州
65420000|塔城地区
65430000|阿勒泰地区
71000000|台湾
81000000|香港
82000000|澳门
